"week","cell","split","group_num","cell_idx","feature_status","lifetime_weeks_EOL70"
"10","G47C4","train","47","4","ok","10.211"
"10","G48C3","train","48","3","ok","12.141"
"10","G49C1","fine_tune","49","1","ok","38.11"
"10","G49C2","test","49","2","ok","36.746"
"10","G49C3","test","49","3","ok","38.013"
"10","G49C4","test","49","4","ok","33.953"
"10","G5C1","train","5","1","ok","12.58"
"10","G5C2","train","5","2","ok","12.834"
"10","G5C3","train","5","3","ok","16.292"
"10","G50C1","fine_tune","50","1","ok","24.385"
"10","G50C2","fine_tune","50","2","ok","17.418"
"10","G50C3","test","50","3","ok","32.966"
"10","G50C4","test","50","4","ok","24.483"
"10","G51C1","train","51","1","ok","11.444"
"10","G51C2","train","51","2","ok","13.426"
"10","G51C3","train","51","3","ok","10.77"
"10","G51C4","train","51","4","ok","12.155"
"10","G52C1","train","52","1","ok","17.272"
"10","G52C2","train","52","2","ok","14.085"
"10","G52C3","train","52","3","ok","14.658"
"10","G52C4","train","52","4","ok","17.299"
"10","G53C4","train","53","4","ok","10.766"
"10","G54C1","fine_tune","54","1","ok","26.179"
"10","G54C2","test","54","2","ok","29.502"
"10","G54C3","test","54","3","ok","28.735"
"10","G54C4","test","54","4","ok","25.247"
"10","G55C1","train","55","1","ok","13.271"
"10","G55C2","train","55","2","ok","12.901"
"10","G55C3","train","55","3","ok","12.413"
"10","G55C4","train","55","4","ok","12.373"
"10","G56C1","train","56","1","ok","22.031"
"10","G56C2","train","56","2","ok","20.44"
"10","G56C3","train","56","3","ok","15.793"
"10","G56C4","train","56","4","ok","17.047"
"10","G57C3","fine_tune","57","3","ok","37.507"
"10","G58C1","train","58","1","ok","27.413"
"10","G58C2","train","58","2","ok","14.008"
"10","G58C3","train","58","3","ok","17.241"
"10","G58C4","train","58","4","ok","18.974"
"10","G59C1","fine_tune","59","1","ok","30.067"
"10","G59C2","fine_tune","59","2","ok","27.044"
"10","G59C3","test","59","3","ok","22.432"
"10","G59C4","test","59","4","ok","24.134"
"10","G6C1","fine_tune","6","1","ok","35.971"
"10","G6C2","test","6","2","ok","45.678"
"10","G6C4","test","6","4","ok","38.443"
"10","G60C1","train","60","1","ok","13.048"
"10","G60C2","train","60","2","ok","11.489"
"10","G60C4","train","60","4","ok","9.905"
"10","G61C2","train","61","2","ok","14.086"
"10","G61C4","train","61","4","ok","13.197"
"10","G62C1","train","62","1","ok","15.757"
"10","G62C2","train","62","2","ok","11.8"
"10","G62C3","train","62","3","ok","12.229"
"10","G63C3","train","63","3","ok","11.051"
"10","G63C4","train","63","4","ok","15.09"
"10","G64C4","train","64","4","ok","10.016"
"10","G7C1","fine_tune","7","1","ok","22.278"
"10","G7C2","fine_tune","7","2","ok","22.74"
"10","G7C3","test","7","3","ok","37.359"
"10","G7C4","test","7","4","ok","26.862"
"10","G8C1","train","8","1","ok","12.666"
"10","G8C2","train","8","2","ok","15.549"
"10","G8C3","train","8","3","ok","23.045"
"10","G8C4","train","8","4","ok","21.183"
